"id","user_id","anecdote_id"
501,1242,12379
502,1966,573
503,694,9732
504,380,10698
505,1438,9997
506,1584,12966
507,1002,8571
508,1811,12248
509,1701,3418
510,1893,15685
511,1990,2150
512,991,895
513,774,7050
514,514,1207
515,1726,7851
516,1931,15834
517,1139,1368
518,1399,8949
519,227,11601
520,119,6227
521,550,1713
522,1930,14462
523,1585,416
524,1938,8909
525,864,2328
526,1978,2428
527,675,5340
528,1139,14440
529,120,12613
530,1263,3267
531,485,13707
532,1632,6687
533,358,2087
534,563,10282
535,1830,10360
536,1302,7897
537,268,8023
538,638,18491
539,942,4990
540,281,6302
541,134,18507
542,606,12370
543,41,3160
544,1401,8287
545,449,10535
546,1418,6962
547,1706,5045
548,579,14584
549,1105,16641
550,1578,12073
551,1868,5083
552,1658,17077
553,981,15975
554,1434,6945
555,1331,1289
556,988,17259
557,80,17292
558,188,18118
559,159,11444
560,449,5967
561,1846,18483
562,693,3007
563,1831,10257
564,282,18355
565,38,8962
566,308,1307
567,1336,1999
568,1665,13187
569,869,5816
570,1063,10650
571,1045,9089
572,1175,1115
573,379,2156
574,241,8829
575,481,18011
576,571,7763
577,455,6979
578,1487,5473
579,369,18169
580,358,566
581,943,14489
582,479,11589
583,1786,5401
584,1036,13712
585,661,7157
586,68,9968
587,712,18858
588,1268,2694
589,802,19889
590,1695,5741
591,1865,17032
592,1970,17659
593,834,18298
594,1676,551
595,860,19123
596,104,14730
597,586,9672
598,1714,3202
599,1922,101
600,1957,19171
601,1127,14126
602,1866,11802
603,1080,4372
604,1391,9428
605,1225,6468
606,1996,10783
607,67,7716
608,1041,16931
609,766,6088
610,283,7845
611,654,14554
612,1142,16019
613,1227,6431
614,795,7404
615,727,683
616,212,15479
617,1190,3517
618,1263,14290
619,1346,6793
620,910,7642
621,496,4906
622,1694,11031
623,801,3727
624,871,10512
625,332,4136
626,494,6248
627,1097,2907
628,53,3129
629,179,2767
630,110,1007
631,1686,9280
632,770,1999
633,1396,7525
634,1019,5798
635,1366,20000
636,1564,7275
637,1931,16927
638,1231,17822
639,1679,14233
640,1241,2111
641,413,19240
642,1597,12600
643,1792,5664
644,535,14476
645,1323,6601
646,1764,13128
647,548,17174
648,872,6891
649,1077,4357
650,1678,3031
651,1876,18024
652,158,5557
653,1469,19142
654,472,3812
655,54,4374
656,615,10935
657,276,16949
658,486,12055
659,114,14114
660,368,19907
661,707,15409
662,137,461
663,1369,12328
664,1534,4519
665,1965,2771
666,817,13365
667,1890,9213
668,421,4179
669,1509,14322
670,228,10479
671,1358,9444
672,367,6916
673,1767,12483
674,696,19065
675,1898,1929
676,249,13439
677,724,12791
678,188,6304
679,1149,18581
680,18,11469
681,1799,13657
682,696,6131
683,1740,7255
684,423,15547
685,63,14479
686,962,16108
687,284,6101
688,23,876
689,1357,16442
690,408,9413
691,287,12659
692,955,2514
693,1652,9129
694,1351,908
695,782,8583
696,929,1407
697,1714,5826
698,1987,18359
699,16,13730
700,1437,3877
701,172,18096
702,278,17886
703,912,18094
704,1587,3695
705,1938,12473
706,1858,2770
707,977,10051
708,1686,15598
709,167,16378
710,1677,8651
711,1415,11031
712,1416,12449
713,1290,14209
714,270,1841
715,870,14233
716,1237,10062
717,976,7209
718,7,6269
719,333,469
720,983,19972
721,420,12714
722,1022,2861
723,68,9096
724,82,4220
725,742,4585
726,781,11002
727,65,9363
728,850,2347
729,318,9076
730,979,9593
731,1626,5225
732,618,13899
733,1772,4717
734,396,10508
735,1056,6652
736,465,3592
737,1805,578
738,342,10027
739,791,10645
740,1262,16132
741,1814,1501
742,1741,19893
743,1096,19095
744,559,7842
745,1094,9103
746,301,19163
747,474,11442
748,907,930
749,320,13999
750,865,16174
751,1406,3969
752,108,13473
753,1987,14701
754,349,809
755,402,17956
756,1271,16036
757,365,2363
758,1705,4020
759,350,17054
760,507,17361
761,1744,9298
762,1803,6508
763,1825,12815
764,1237,18535
765,1270,7212
766,351,18146
767,161,13206
768,133,6579
769,1706,2265
770,1505,16268
771,1611,19717
772,411,19741
773,462,346
774,657,2963
775,1061,6568
776,288,4684
777,1507,5235
778,518,19027
779,188,12241
780,195,18878
781,724,17322
782,1703,72
783,327,802
784,1114,11012
785,1808,11550
786,248,6766
787,1541,9275
788,1257,17377
789,640,10898
790,1250,19063
791,1655,11317
792,58,1191
793,1561,2473
794,58,4137
795,1940,2573
796,740,13844
797,1126,1652
798,1447,17948
799,519,1112
800,266,4331
801,1142,6715
802,1239,2748
803,1046,6761
804,436,4177
805,900,2180
806,1069,5891
807,1769,4886
808,1106,8092
809,310,1987
810,388,2812
811,799,15065
812,1569,16447
813,92,288
814,1849,247
815,1359,17133
816,1011,10638
817,677,14006
818,1989,14306
819,1422,851
820,29,12332
821,1711,305
822,979,15417
823,213,907
824,622,15363
825,1323,17601
826,406,1675
827,692,1371
828,1480,18632
829,167,16247
830,705,6197
831,781,18978
832,445,18296
833,1104,16558
834,80,13886
835,1533,5010
836,1673,12063
837,175,14268
838,1269,4347
839,1856,8739
840,1865,17133
841,1054,14990
842,539,4773
843,365,4454
844,20,19894
845,661,15782
846,705,12148
847,730,7146
848,1492,19694
849,397,5792
850,596,2493
851,1701,13042
852,1826,19908
853,1075,10649
854,1823,3273
855,872,19183
856,722,356
857,707,11241
858,1181,2247
859,1816,2454
860,61,9271
861,1020,19494
862,811,5379
863,124,5955
864,433,1383
865,1762,1383
866,86,8735
867,1438,1712
868,708,10875
869,1938,6483
870,6,5021
871,1306,16918
872,1444,13877
873,1615,8090
874,762,354
875,399,9121
876,252,19026
877,76,7960
878,546,17450
879,1674,6274
880,47,18232
881,1280,8266
882,1008,6203
883,606,6615
884,204,10884
885,451,10242
886,440,655
887,874,17907
888,1473,10122
889,957,19130
890,1831,18887
891,1550,245
892,24,12649
893,360,13038
894,1600,10875
895,1593,6363
896,1148,9941
897,620,5017
898,592,8570
899,1712,13907
900,1186,107
901,1775,2352
902,622,2721
903,1490,11065
904,1576,4167
905,816,8142
906,1833,18468
907,1978,18059
908,834,9592
909,104,9383
910,1121,6977
911,875,14070
912,1622,6433
913,1401,8123
914,1803,10793
915,1435,18778
916,145,6801
917,140,7138
918,1524,16335
919,87,5480
920,613,16458
921,1270,17755
922,663,16619
923,791,6881
924,1258,11325
925,1910,2676
926,502,4750
927,496,18871
928,1835,16046
929,1079,5243
930,1398,1094
931,1560,9047
932,263,18308
933,176,19430
934,292,7568
935,1463,5233
936,762,4269
937,2000,19266
938,1270,2148
939,938,13120
940,210,14539
941,118,12506
942,1026,18362
943,1772,13826
944,1363,16987
945,1097,16533
946,1464,15443
947,531,12825
948,1883,15366
949,1773,3128
950,238,12832
951,1131,11099
952,115,479
953,252,6953
954,1478,17619
955,358,17944
956,921,6337
957,88,12387
958,1860,8559
959,241,17306
960,696,17526
961,383,11837
962,626,5502
963,1677,3172
964,1133,9370
965,1089,13417
966,67,12924
967,1138,12811
968,1871,11770
969,1117,19403
970,787,16019
971,1065,12675
972,335,14964
973,1669,19305
974,343,8249
975,1164,3423
976,645,10609
977,1231,928
978,1714,6544
979,1687,10186
980,1381,4578
981,539,13389
982,1942,10668
983,943,68
984,399,2913
985,1258,17633
986,1580,6510
987,193,2363
988,158,6425
989,1457,19387
990,1691,8889
991,1337,17418
992,1786,14380
993,1851,19672
994,1972,14962
995,800,15114
996,1136,9418
997,355,13688
998,863,5968
999,895,571
1000,1068,10016
1001,506,11045
1002,291,1646
1003,694,12855
1004,1170,19882
1005,1147,866
1006,1000,6168
1007,1417,11964
1008,709,15555
1009,958,2795
1010,57,17538
1011,752,13993
1012,818,16780
1013,159,13327
1014,204,11858
1015,822,7664
1016,1175,74
1017,3,8569
1018,148,3306
1019,1269,1610
1020,673,18673
1021,1144,3469
1022,759,15040
1023,492,9458
1024,468,18160
1025,20,15669
1026,354,17092
1027,477,12061
1028,1384,7833
1029,254,12193
1030,1825,8133
1031,867,15029
1032,689,18806
1033,573,18398
1034,535,10260
1035,1038,7710
1036,1160,19190
1037,1444,10680
1038,704,4474
1039,491,16316
1040,337,14309
1041,43,4302
1042,943,19997
1043,277,19732
1044,1410,8339
1045,487,4266
1046,1312,16199
1047,516,3435
1048,1254,10457
1049,1436,13155
1050,774,7825
1051,45,2053
1052,295,17223
1053,283,18932
1054,667,15989
1055,1210,2381
1056,494,4402
1057,740,17185
1058,645,11334
1059,1588,5358
1060,472,19114
1061,477,17798
1062,648,13390
1063,414,5588
1064,1389,5993
1065,1767,2526
1066,1856,3167
1067,146,15788
1068,1250,7880
1069,1809,13322
1070,1113,9511
1071,743,10576
1072,39,9964
1073,1206,14801
1074,1086,9706
1075,1235,16213
1076,969,715
1077,1626,392
1078,441,17703
1079,112,16674
1080,497,5089
1081,1991,8856
1082,573,15011
1083,892,18762
1084,1879,16959
1085,1732,8121
1086,377,10407
1087,1835,5893
1088,1885,4974
1089,1136,2784
1090,165,18574
1091,369,8613
1092,1575,13382
1093,1272,6171
1094,859,8862
1095,835,4636
1096,981,606
1097,1847,3107
1098,154,7212
1099,1673,19260
1100,824,2717
1101,1915,6356
1102,568,1462
1103,104,1471
1104,495,12663
1105,1860,17711
1106,264,13547
1107,1799,6081
1108,1345,66
1109,1937,9875
1110,772,13350
1111,1084,15184
1112,735,9956
1113,659,15478
1114,796,12733
1115,1779,9971
1116,1154,8865
1117,870,13384
1118,394,1538
1119,52,3125
1120,1021,1392
1121,645,6954
1122,476,17670
1123,1824,14499
1124,1952,3874
1125,1586,13896
1126,812,17170
1127,1267,9101
1128,901,9759
1129,1355,10977
1130,1353,14179
1131,902,4023
1132,746,5025
1133,977,9917
1134,804,15433
1135,1919,14484
1136,1408,2602
1137,1309,12825
1138,1074,13367
1139,504,7566
1140,1815,12783
1141,879,351
1142,1084,8232
1143,255,16217
1144,1677,13721
1145,884,7563
1146,1924,17187
1147,1716,11390
1148,986,19176
1149,678,6524
1150,460,7973
1151,423,5940
1152,695,3842
1153,1227,5755
1154,277,9855
1155,1109,13245
1156,873,9692
1157,1502,12158
1158,657,7848
1159,148,13765
1160,1301,2080
1161,1815,12651
1162,42,3265
1163,1937,18220
1164,917,9545
1165,251,13485
1166,1982,8002
1167,1688,13202
1168,1847,2107
1169,1967,5185
1170,1389,17123
1171,529,12206
1172,1559,6867
1173,1873,4173
1174,1817,13520
1175,1739,19523
1176,1309,1941
1177,395,16618
1178,1317,11422
1179,804,14583
1180,1896,16152
1181,45,5954
1182,1434,11355
1183,1081,11706
1184,914,10756
1185,1120,7517
1186,1279,8508
1187,1484,13968
1188,462,5053
1189,733,7850
1190,494,17344
1191,655,4946
1192,798,11060
1193,827,14318
1194,741,4999
1195,536,1965
1196,394,1131
1197,829,8739
1198,1156,15760
1199,1895,8983
1200,1217,19290
1201,284,15923
1202,808,1368
1203,1438,14170
1204,59,19501
1205,1031,9999
1206,428,12634
1207,1811,15720
1208,925,9585
1209,950,9012
1210,1897,6438
1211,507,10044
1212,418,14558
1213,1657,4830
1214,1538,7304
1215,1750,17355
1216,1669,11402
1217,1887,15162
1218,779,1699
1219,354,19175
1220,239,3158
1221,1281,5134
1222,1345,77
1223,894,17463
1224,1805,17389
1225,1653,13010
1226,1752,3150
1227,669,16289
1228,1458,8235
1229,102,7256
1230,1684,4737
1231,905,11794
1232,1536,1663
1233,959,13797
1234,351,10579
1235,467,10010
1236,1422,7620
1237,777,13926
1238,953,1096
1239,489,17539
1240,1838,12695
1241,694,13293
1242,870,5604
1243,616,14754
1244,1276,4040
1245,669,901
1246,796,2566
1247,313,8921
1248,936,28
1249,1661,14358
1250,1991,1331
1251,1827,6786
1252,611,9892
1253,1909,6162
1254,1444,18386
1255,1684,858
1256,653,10674
1257,1891,4796
1258,384,2752
1259,439,12909
1260,993,3898
1261,1472,1191
1262,1790,8101
1263,465,18953
1264,921,5216
1265,1342,11244
1266,511,3717
1267,1939,13434
1268,665,10515
1269,1160,7705
1270,1458,8284
1271,1869,7685
1272,251,10849
1273,825,11561
1274,251,13234
1275,647,11277
1276,864,16947
1277,895,17616
1278,673,16829
1279,721,12139
1280,398,13231
1281,1790,14766
1282,1624,847
1283,1924,11711
1284,546,10329
1285,606,18677
1286,1510,2169
1287,571,13032
1288,1788,15317
1289,641,13640
1290,1444,14178
1291,1740,14281
1292,1476,6787
1293,1429,9058
1294,880,7977
1295,871,6217
1296,573,19641
1297,1127,5419
1298,235,14487
1299,1841,8012
1300,1902,17017
1301,1011,129
1302,1947,10216
1303,1621,2122
1304,1250,18037
1305,1509,1685
1306,1131,15277
1307,1868,15503
1308,1767,12224
1309,1839,933
1310,1841,10390
1311,309,19217
1312,1217,13564
1313,1738,16092
1314,1408,10617
1315,1484,612
1316,1316,3378
1317,686,3005
1318,449,18659
1319,1077,8486
1320,1856,10837
1321,1332,15329
1322,1666,10292
1323,99,16245
1324,382,6061
1325,1668,1788
1326,1259,19045
1327,393,16755
1328,1421,16112
1329,294,5300
1330,398,18008
1331,1997,6951
1332,1754,15217
1333,464,14656
1334,483,4904
1335,404,5511
1336,756,18523
1337,140,13819
1338,1285,19997
1339,1110,9363
1340,1630,6145
1341,1333,14291
1342,784,19679
1343,759,2167
1344,462,9539
1345,1436,15480
1346,708,13462
1347,1353,2410
1348,409,14602
1349,685,8435
1350,353,17807
1351,82,8991
1352,1811,11872
1353,899,11999
1354,455,11672
1355,1096,15209
1356,56,17339
1357,1346,8607
1358,894,14096
1359,1004,13876
1360,1271,13251
1361,536,15385
1362,1768,19459
1363,1595,14897
1364,1724,12707
1365,1211,17316
1366,728,6283
1367,750,5985
1368,297,9181
1369,1276,9173
1370,1213,15376
1371,1385,4613
1372,590,9160
1373,1291,6693
1374,1806,16844
1375,1834,5335
1376,1620,10862
1377,719,17361
1378,401,2940
1379,991,1665
1380,1891,10353
1381,778,4190
1382,1326,1316
1383,888,2949
1384,1888,2694
1385,90,12268
1386,781,13913
1387,1482,15679
1388,1934,9762
1389,1755,15815
1390,1359,16549
1391,703,13969
1392,1304,6611
1393,668,15189
1394,208,13367
1395,117,7911
1396,661,15598
1397,1213,4994
1398,1860,3433
1399,1731,18885
1400,932,9394
1401,1165,183
1402,1147,13069
1403,1554,19036
1404,197,7783
1405,1210,15413
1406,1824,2810
1407,1231,11917
1408,1422,2696
1409,1272,5647
1410,102,15796
1411,103,15072
1412,1377,9525
1413,1819,7814
1414,1454,19549
1415,512,18518
1416,95,15428
1417,372,1718
1418,480,14531
1419,289,17032
1420,1921,5655
1421,402,16318
1422,263,7438
1423,647,925
1424,638,13966
1425,535,8088
1426,1064,11731
1427,1749,18982
1428,178,12164
1429,1692,11713
1430,1548,9057
1431,432,1191
1432,842,15917
1433,1466,18832
1434,1135,4212
1435,1934,9778
1436,1903,16224
1437,296,1496
1438,1683,17812
1439,875,9354
1440,1333,1648
1441,1583,16556
1442,1291,4987
1443,1495,14947
1444,1085,15212
1445,1170,10313
1446,1133,6501
1447,454,10555
1448,1085,18141
1449,1680,2375
1450,172,13901
1451,450,2907
1452,737,17703
1453,336,9141
1454,255,138
1455,1244,14132
1456,1156,4206
1457,126,17238
1458,1580,12003
1459,689,16320
1460,494,2985
1461,1664,18508
1462,1641,8602
1463,1798,1659
1464,953,11606
1465,361,6972
1466,1975,5351
1467,761,5197
1468,385,213
1469,1913,7120
1470,1641,4466
1471,447,14925
1472,1461,5696
1473,616,10700
1474,391,12852
1475,526,13321
1476,890,18312
1477,1043,16395
1478,960,19694
1479,381,787
1480,1716,2135
1481,790,2075
1482,826,9069
1483,882,7565
1484,1828,10179
1485,983,16326
1486,1341,3394
1487,1843,7661
1488,573,9626
1489,595,17187
1490,698,5840
1491,957,5734
1492,18,2009
1493,1106,1769
1494,1138,8657
1495,764,16963
1496,696,8609
1497,1639,4491
1498,1402,14315
1499,1061,7391
1500,452,7823
1501,512,16664
1502,611,5923
1503,894,19017
1504,96,397
1505,880,9586
1506,1074,2953
1507,1864,2677
1508,289,19159
1509,160,1506
1510,2000,6301
1511,1796,17417
1512,30,11493
1513,505,17276
1514,446,6327
1515,556,11178
1516,280,14693
1517,679,7865
1518,1804,2214
1519,800,19084
1520,1539,17635
1521,1044,2380
1522,424,12300
1523,1839,15695
1524,1575,14708
1525,277,1828
1526,1645,15141
1527,992,15742
1528,778,6466
1529,255,18653
1530,1013,6584
1531,812,13294
1532,1408,8873
1533,787,816
1534,164,8724
1535,1740,4384
1536,509,15831
1537,596,12958
1538,1720,13302
1539,592,6655
1540,1993,800
1541,1783,7591
1542,865,18099
1543,1631,8129
1544,262,1717
1545,1903,17357
1546,634,17281
1547,645,6151
1548,1142,9274
1549,436,14203
1550,419,16588
1551,1147,12325
1552,149,19975
1553,1682,18637
1554,1058,11268
1555,1990,16435
1556,634,19861
1557,264,2571
1558,298,5845
1559,1384,16157
1560,1266,1975
1561,1147,5555
1562,1958,12171
1563,222,7492
1564,1683,10499
1565,1456,8507
1566,808,14386
1567,791,11827
1568,1016,3476
1569,463,2768
1570,1037,13427
1571,1497,15239
1572,286,13137
1573,1012,10594
1574,417,14446
1575,1354,10364
1576,379,15979
1577,1046,5475
1578,1047,8087
1579,375,18697
1580,206,9749
1581,1808,5391
1582,949,5823
1583,1094,4583
1584,391,14965
1585,1882,6419
1586,557,15759
1587,190,1494
1588,1620,8253
1589,1389,18908
1590,1471,604
1591,1718,7864
1592,246,5421
1593,1203,16473
1594,577,10455
1595,1537,8228
1596,721,3709
1597,421,2703
1598,845,9021
1599,1122,6625
1600,1707,7537
1601,885,7177
1602,1691,12883
1603,839,6456
1604,1400,12314
1605,458,3980
1606,501,8484
1607,1920,11884
1608,1442,18993
1609,1019,1603
1610,9,1480
1611,1844,8906
1612,389,19975
1613,166,9985
1614,1253,9086
1615,754,2892
1616,38,7302
1617,1576,18397
1618,1084,6632
1619,865,3843
1620,684,15440
1621,1934,17621
1622,1885,4462
1623,1514,2422
1624,1718,2417
1625,436,16702
1626,1016,19952
1627,251,8637
1628,1325,1329
1629,1836,3341
1630,1503,16623
1631,704,5735
1632,1520,6478
1633,1433,16977
1634,941,1599
1635,366,1189
1636,1563,4562
1637,1054,18734
1638,1716,365
1639,499,19338
1640,1310,2210
1641,296,5703
1642,790,15645
1643,827,7262
1644,1315,6289
1645,1077,19324
1646,864,15488
1647,5,7926
1648,760,9143
1649,1350,14415
1650,1856,3150
1651,1609,3642
1652,1264,2028
1653,782,18502
1654,1457,16539
1655,739,12918
1656,1846,13568
1657,1769,17630
1658,1374,13138
1659,1166,492
1660,1710,4088
1661,1629,15462
1662,1800,5612
1663,883,12887
1664,488,7192
1665,1868,3575
1666,1102,9099
1667,818,12532
1668,1269,3632
1669,150,13232
1670,988,5272
1671,798,141
1672,277,17565
1673,1593,6572
1674,1213,19211
1675,846,1461
1676,675,10051
1677,728,19162
1678,633,3666
1679,1805,9470
1680,1297,5792
1681,1421,11305
1682,364,2152
1683,1233,9704
1684,1660,10459
1685,845,11763
1686,323,2567
1687,1186,8043
1688,62,5489
1689,284,1892
1690,817,13881
1691,627,7846
1692,650,4638
1693,1454,4355
1694,161,3073
1695,374,15271
1696,907,19241
1697,42,15133
1698,1473,4066
1699,1948,14516
1700,298,14639
1701,51,11405
1702,79,13732
1703,1588,9534
1704,1023,6215
1705,1962,11351
1706,1668,3328
1707,651,18514
1708,392,12279
1709,1285,11791
1710,1668,7395
1711,44,6898
1712,1154,18549
1713,1504,6373
1714,1878,5915
1715,1468,14668
1716,1980,5604
1717,607,14031
1718,1908,17651
1719,267,9946
1720,1123,14753
1721,444,1931
1722,916,15465
1723,494,7943
1724,325,3410
1725,1199,9380
1726,720,8784
1727,230,576
1728,240,5823
1729,1302,7084
1730,1740,10443
1731,1551,18494
1732,1237,16870
1733,1595,7742
1734,1719,6639
1735,105,11583
1736,350,13323
1737,700,4760
1738,1081,5368
1739,1137,10449
1740,1213,11629
1741,294,9843
1742,1721,2902
1743,1602,10836
1744,1993,18154
1745,1322,1301
1746,573,3202
1747,1807,12338
1748,1524,4092
1749,1579,19808
1750,796,14647
1751,362,11693
1752,1871,881
1753,1712,9673
1754,960,13781
1755,320,11790
1756,1379,12784
1757,887,1117
1758,164,13878
1759,1859,618
1760,976,316
1761,510,18021
1762,1223,10599
1763,1068,19500
1764,1185,9194
1765,308,12366
1766,874,2147
1767,1826,734
1768,1772,15518
1769,236,4229
1770,1746,18553
1771,1822,11188
1772,1671,11784
1773,560,15954
1774,1386,6744
