"id","user_id","anecdote_id","value"
190,544,12157,-1
191,1892,6575,1
192,622,16203,1
193,1128,3849,1
194,1308,6414,1
195,87,1307,-1
196,1616,8962,1
197,1981,9009,-1
198,981,1217,1
199,1126,5061,-1
200,540,1825,-1
201,964,1156,-1
202,605,9577,-1
203,44,14638,-1
204,253,15116,-1
205,92,12746,-1
206,1512,9400,-1
207,1900,7645,-1
208,1451,12876,-1
209,1344,19615,-1
210,1497,7248,1
211,288,1081,1
212,1741,14094,-1
213,1444,12199,1
214,197,10196,1
215,21,4917,1
216,756,8931,1
217,1940,15887,1
218,809,8774,-1
219,645,12615,-1
220,311,19810,1
221,1972,13288,-1
222,299,10633,-1
223,748,18271,-1
224,1445,6951,-1
225,676,15374,1
226,128,6631,1
227,911,16152,1
228,951,8672,1
229,1448,17302,1
230,862,12645,-1
231,1438,3608,1
232,397,19714,1
233,1335,14583,-1
234,1544,3366,1
235,1180,18658,-1
236,964,7108,-1
237,489,7163,1
238,1423,2305,-1
239,1591,11230,1
240,761,9509,1
241,1424,8170,1
242,1657,12630,1
243,1272,15275,1
244,483,3534,-1
245,1004,2752,-1
246,1868,17031,-1
247,820,16753,-1
248,255,14184,1
249,439,16596,-1
250,1943,19587,-1
251,1499,291,-1
252,712,2898,1
253,1755,10353,-1
254,230,18569,1
255,1530,12409,-1
256,1176,15475,-1
257,1334,19072,1
258,201,13242,-1
259,1350,16984,-1
260,238,15611,-1
261,565,1379,-1
262,1481,8959,1
263,1041,15734,1
264,928,7371,-1
265,344,8994,1
266,1553,9754,-1
267,1497,9867,1
268,628,16542,1
269,1241,9048,1
270,318,12439,1
271,1321,668,-1
272,1501,8627,1
273,19,16896,-1
274,1021,156,-1
275,1087,12303,1
276,1147,8794,-1
277,12,18482,1
278,128,6622,-1
279,1756,14054,-1
280,1018,1138,-1
281,1879,13654,-1
282,1405,3842,-1
283,1637,5868,-1
284,938,1981,1
285,784,19502,-1
286,537,13213,1
287,1692,1671,-1
288,883,16064,-1
289,1453,17900,1
290,961,3595,1
291,172,12427,1
292,85,63,1
293,585,10126,-1
294,1714,5588,-1
295,592,12635,1
296,508,18221,1
297,722,6310,1
298,180,17375,-1
299,1514,12612,1
300,342,19690,-1
301,995,1529,1
302,1704,108,-1
303,48,315,-1
304,1422,5216,-1
305,1735,3821,1
306,1567,14425,1
307,423,14036,-1
308,1765,11770,1
309,766,7667,1
310,1671,5870,-1
311,1717,11679,-1
312,362,15585,-1
313,190,6660,1
314,121,11008,1
315,431,18088,1
316,798,16794,-1
317,1125,14678,1
318,1567,16327,1
319,520,4104,1
320,1176,2494,1
321,1221,12173,-1
322,60,7287,1
323,1653,318,1
324,107,840,-1
325,493,2288,-1
326,445,12776,-1
327,1009,14170,-1
328,1179,10529,1
329,1487,7880,-1
330,206,18681,1
331,1392,3976,1
332,1358,11771,-1
333,1395,7646,1
334,1500,6089,1
335,844,13565,-1
336,168,7429,-1
337,927,17935,1
338,428,18508,1
339,166,17250,-1
340,44,2883,-1
341,1290,5966,-1
342,741,10671,-1
343,1627,78,-1
344,781,13467,-1
345,1101,12574,-1
346,1495,3039,1
347,788,19202,-1
348,1198,5383,1
349,1116,7560,-1
350,1209,411,-1
351,1224,17851,-1
352,1064,9353,-1
353,306,16328,-1
354,910,2291,1
355,609,2039,-1
356,370,12304,1
357,70,12949,1
358,1250,769,1
359,1009,2111,-1
360,1261,3692,-1
361,1190,3304,1
362,8,3212,1
363,1132,17275,-1
364,1894,1646,1
365,1343,15074,-1
366,1853,4521,-1
367,408,8315,1
368,1468,6063,1
369,130,4696,-1
370,931,10124,1
371,410,6955,-1
372,1258,8251,-1
373,1257,7000,-1
374,386,5750,-1
375,1555,14837,1
376,405,911,1
377,1760,16800,-1
378,872,14068,1
379,802,5811,-1
380,632,7176,-1
381,590,10176,1
382,739,10185,1
383,1793,6767,1
384,1314,1130,1
385,779,12747,1
386,371,1814,-1
387,1037,2237,-1
388,1813,12896,-1
389,1708,9143,-1
390,1948,17222,-1
391,730,17082,-1
392,1815,17217,1
393,1752,14080,1
394,1006,15297,1
395,1260,12586,-1
396,1721,13183,-1
397,1813,11011,1
398,190,19612,-1
399,1907,5044,1
400,1585,6989,1
401,490,4019,1
402,1147,19197,-1
403,467,15809,-1
404,526,14878,1
405,1302,4896,1
406,1345,19457,-1
407,617,11856,-1
408,802,11606,1
409,221,2174,1
410,556,6847,-1
411,618,12698,-1
412,1124,16408,-1
413,1643,17212,1
414,480,14299,-1
415,257,6602,1
416,1005,3567,1
417,328,5143,1
418,203,15836,-1
419,1012,9636,1
420,1591,16998,-1
421,1732,4709,-1
422,1355,18652,1
423,592,10987,1
424,1646,6893,1
425,126,8667,1
426,565,15791,1
427,223,14432,-1
428,959,7842,-1
429,428,18101,-1
430,184,1035,-1
431,1230,1991,1
432,56,8002,-1
433,1480,18726,1
434,84,697,1
435,513,16712,1
436,1975,6260,1
437,642,2325,1
438,322,5064,-1
439,1777,17201,-1
440,1251,7394,1
441,313,9583,1
442,1117,9068,-1
443,1659,18650,1
444,1478,18212,-1
445,312,12810,-1
446,1550,6079,1
447,113,8659,1
448,829,11359,1
449,558,13844,1
450,10,5782,-1
451,1584,13023,-1
452,1597,11832,1
453,1979,1458,1
454,939,16582,1
455,1290,5996,1
456,556,17189,1
457,168,17910,1
458,1172,15185,-1
459,1568,3911,1
460,1500,6854,1
461,1116,6818,-1
462,1290,19884,1
463,612,4570,1
464,191,8613,-1
465,434,15231,-1
466,729,9825,1
467,1657,6886,-1
468,1256,16331,1
469,91,7700,1
470,1626,6558,1
471,242,12156,1
472,1137,5579,-1
473,1568,2075,-1
474,813,17425,1
475,865,18562,1
476,349,3175,1
477,245,10555,-1
478,1355,1518,-1
479,569,9424,-1
480,1107,10864,1
481,1120,11443,1
482,262,18425,-1
483,574,15315,-1
484,246,17614,1
485,1383,9425,-1
486,871,9920,1
487,1522,10263,1
488,1788,12105,-1
489,1889,2036,1
490,221,17122,-1
491,535,5347,-1
492,764,14080,1
493,1503,7127,-1
494,1510,9584,1
495,155,6456,1
496,279,7578,-1
497,1336,17184,1
498,986,11904,-1
499,1391,3849,-1
500,833,12793,1
501,1810,19079,1
502,198,3717,-1
503,525,10438,1
504,1053,1664,-1
505,1589,4537,1
506,1380,2999,1
507,1802,11901,-1
508,1247,10981,-1
509,159,18472,1
510,1874,19412,1
511,274,16073,-1
512,57,7231,1
513,853,6087,-1
514,1314,6210,-1
515,1252,17741,-1
516,1500,3909,1
517,7,2275,-1
518,1511,19836,-1
519,436,10449,-1
520,1448,11217,1
521,1153,3169,1
522,1120,7744,-1
523,445,1425,1
524,495,6826,-1
525,731,10927,1
526,294,5048,1
527,1383,10679,-1
528,1232,5981,-1
529,1199,15896,1
530,1938,12920,1
531,463,1231,-1
532,914,18188,1
533,127,7495,1
534,61,19477,-1
535,1054,14149,-1
536,336,12490,-1
537,1583,5000,-1
538,1731,11544,-1
539,1860,14952,-1
540,165,5864,-1
541,102,8471,1
542,123,12868,1
543,4,15684,1
544,221,8367,1
545,1594,19558,-1
546,539,6742,-1
547,285,5738,-1
548,636,13980,-1
549,619,13542,-1
550,587,6356,-1
551,768,589,-1
552,1130,8552,1
553,803,3431,-1
554,888,15408,-1
555,1803,9017,-1
556,931,10547,1
557,1575,16403,1
558,1538,10828,1
559,378,14299,1
560,1795,2210,-1
561,1677,9040,-1
562,1057,15871,1
563,405,8076,1
564,677,1658,-1
565,1776,16309,1
566,478,10141,-1
567,1259,19650,-1
568,1032,7293,-1
569,600,8707,1
570,1497,19392,-1
571,1893,260,1
572,538,12397,-1
573,337,8783,1
574,28,16746,1
575,1337,915,-1
576,908,14261,1
577,459,15218,1
578,69,9084,-1
579,1784,2214,-1
580,1461,3881,-1
581,115,14255,-1
582,536,6073,1
583,706,17295,-1
584,1927,16807,1
585,1515,14542,-1
586,595,15781,-1
587,1977,525,-1
588,1177,6294,1
589,1524,9044,1
590,1749,6928,1
591,1388,3880,1
592,1792,10901,-1
593,1956,1417,1
594,1111,1748,1
595,819,9470,-1
596,1973,12920,-1
597,168,9746,1
598,968,4462,1
599,1033,538,-1
600,1560,16035,1
601,170,9254,1
602,1573,12492,-1
603,1054,4768,1
604,1246,5598,1
605,810,9652,1
606,1180,11412,1
607,1082,5847,-1
608,1035,11593,-1
609,1994,7457,1
610,808,5009,-1
611,1237,14140,1
612,1812,1978,1
613,441,11506,-1
614,204,18217,-1
615,448,924,-1
616,965,9190,1
617,1839,1049,-1
618,1799,15458,1
619,1145,5672,-1
620,924,191,1
621,454,17270,-1
622,1460,5483,-1
623,1633,16189,-1
624,1852,19245,-1
625,418,17733,1
626,1412,14474,-1
627,896,19419,1
628,1546,1747,1
629,39,13604,-1
630,263,4451,-1
631,1624,17798,-1
632,1668,15276,-1
633,593,4650,-1
634,280,328,1
635,213,15118,1
636,860,104,-1
637,1128,11310,-1
638,609,17899,1
639,1899,17845,-1
640,1744,11987,-1
641,1376,14533,1
642,450,16814,1
643,1384,15590,-1
644,272,12856,1
645,985,9488,1
646,137,2605,1
647,1475,16549,-1
648,336,148,1
649,1795,15821,-1
650,496,2867,-1
651,1183,10596,-1
652,564,19470,-1
653,1508,680,1
654,779,14258,1
655,922,7636,-1
656,11,6165,1
657,1501,14646,-1
658,623,10777,1
659,27,2442,-1
660,1265,17640,-1
661,1623,6407,-1
662,1649,12348,-1
663,1334,6490,1
664,66,10725,-1
665,1472,13825,1
666,764,9822,-1
667,1091,11912,1
668,1434,1797,-1
669,826,12346,-1
670,455,6960,1
671,514,3022,-1
672,723,525,-1
673,1553,14896,-1
674,253,3607,-1
675,1926,1261,1
676,1187,418,1
677,258,18198,1
678,534,4748,-1
679,740,16049,-1
680,1546,12323,-1
681,1115,837,-1
682,1456,18758,1
683,667,4802,1
684,650,6634,-1
685,925,5097,-1
686,972,15768,1
687,162,10697,-1
688,352,7176,1
689,567,14119,1
690,1674,12254,1
691,1849,11266,1
692,12,10195,1
693,15,8435,-1
694,1253,11888,-1
695,1685,12921,1
696,1510,18105,1
697,534,15406,1
698,1587,2921,-1
699,1400,1840,1
700,809,12430,1
701,1923,3368,-1
702,120,14944,1
703,6,8869,1
704,1287,12657,1
705,1326,10177,1
706,1929,14032,-1
707,1963,10024,-1
708,1891,10757,1
709,1597,5084,-1
710,1075,7712,-1
711,741,14402,1
712,565,12814,1
713,1553,16895,1
714,105,11084,1
715,759,2670,1
716,1650,13216,-1
717,1312,7922,-1
718,91,18700,-1
719,1531,14803,1
720,1993,13216,-1
721,1403,9887,-1
722,1737,13018,1
723,447,6721,1
724,1759,17533,1
725,729,13175,-1
726,190,2040,-1
727,1772,6953,1
728,1933,19807,1
729,1287,610,1
730,252,3719,-1
731,476,3701,-1
732,284,5583,1
733,1150,13835,1
734,686,18118,1
735,1058,12880,-1
736,541,13015,1
737,281,14906,-1
738,1802,1488,1
739,1147,13845,-1
740,642,16051,-1
741,22,19523,-1
742,1319,12602,-1
743,1350,18683,-1
744,1846,15284,-1
745,1202,14971,-1
746,48,11089,-1
747,212,18703,-1
748,1409,16757,1
749,1667,19064,-1
750,469,11462,-1
751,1964,1756,-1
752,872,4238,1
753,880,10097,-1
754,1709,17946,1
755,1742,235,-1
756,599,13500,-1
757,852,5034,-1
758,1,18721,-1
759,426,17217,-1
760,1135,599,-1
761,991,1029,1
762,1067,8716,-1
763,1488,5035,-1
764,277,14059,-1
765,1832,4972,-1
766,941,3712,-1
767,1077,18898,1
768,1476,12884,1
769,1170,14548,-1
770,1191,15174,1
771,237,19625,-1
772,243,13093,-1
773,1323,10772,1
774,853,2398,-1
775,424,13105,-1
776,25,17038,1
777,522,11073,-1
778,1987,15870,1
779,794,13446,-1
780,1947,11453,1
781,1057,10277,1
782,1929,11025,-1
783,689,9416,-1
784,1113,17480,1
785,333,15743,-1
786,507,17679,-1
787,922,7905,1
788,1198,1039,-1
789,1331,17587,-1
790,1711,14204,1
791,592,2875,1
792,1275,12502,-1
793,580,16833,-1
794,1780,1744,1
795,623,13696,-1
796,519,7043,-1
797,1009,6788,1
798,261,1247,-1
799,1024,12126,-1
800,1470,3697,-1
801,40,15441,1
802,1654,402,-1
803,1223,6928,1
804,1724,3802,1
805,1708,7885,-1
806,1044,5253,1
807,1165,4439,-1
808,637,499,1
809,1132,13071,1
810,245,14995,1
811,1400,13155,1
812,1676,2214,-1
813,452,5590,-1
814,675,1069,-1
815,337,3993,1
816,1129,18565,-1
817,1698,18786,1
818,249,19894,1
819,1257,5137,1
820,1067,15607,-1
821,1759,1861,1
822,1835,14857,-1
823,1818,4302,1
824,192,19404,1
825,1559,14556,1
826,1911,14190,1
827,1584,16863,-1
828,494,16473,-1
829,855,3987,-1
830,335,13273,1
831,1273,959,-1
832,799,12832,-1
833,881,6565,1
834,1506,12837,1
835,1845,10980,-1
836,1970,3658,-1
837,1305,797,1
838,125,5998,-1
839,1650,4751,-1
840,834,18312,-1
841,1316,3342,1
842,598,18146,1
843,556,14978,-1
844,907,3447,1
845,1049,18222,-1
846,443,12295,1
847,1243,14483,-1
848,1697,17667,1
849,1477,12658,-1
850,203,13510,1
851,1830,1964,-1
852,1260,3132,-1
853,1901,3014,-1
854,915,2907,-1
855,778,4505,-1
856,766,12953,1
857,1224,17751,-1
858,1494,7670,-1
859,450,13977,1
860,551,5057,-1
861,558,6485,-1
862,1263,10704,1
863,790,19941,-1
864,1652,770,1
865,1468,1449,-1
866,447,4670,-1
867,591,10521,-1
868,179,15957,1
869,1117,18648,-1
870,411,9976,-1
871,1515,8483,-1
872,1972,5780,1
873,350,19384,-1
874,1538,9529,-1
875,1418,14823,-1
876,1695,14982,-1
877,161,1199,1
878,1122,19263,-1
879,1285,3265,1
880,1445,12627,1
881,743,5145,-1
882,1917,7335,1
883,1607,9814,-1
884,889,15512,1
885,1893,17080,-1
886,1756,2497,1
887,495,15710,-1
888,26,15030,1
889,1951,653,-1
890,394,1748,1
891,1527,5743,-1
892,170,13727,1
893,1616,4436,-1
894,674,6225,1
895,66,3424,1
896,700,11177,1
897,133,7050,-1
898,276,2657,-1
899,103,11594,-1
900,1775,1587,1
901,976,15523,1
902,1933,10546,-1
903,1082,2672,-1
904,102,18414,1
905,1699,7964,-1
906,1009,6305,1
907,496,7624,-1
908,650,5175,-1
909,192,13377,1
910,835,2970,1
911,1205,18233,-1
912,1743,18003,1
913,1026,11794,1
914,1809,3654,1
915,1921,6910,-1
916,758,3283,1
917,177,5716,1
918,870,4441,-1
919,1847,13588,1
920,1368,13271,1
921,1366,4875,1
922,1303,17614,1
923,1123,4069,-1
924,382,11307,-1
925,1824,6692,1
926,704,9441,1
927,216,1476,1
928,577,250,-1
929,659,1162,1
930,742,12289,1
931,1418,17258,-1
932,1107,8602,-1
933,1863,11170,-1
934,873,15587,-1
935,334,554,-1
936,1142,7931,-1
937,1282,18768,-1
938,633,6192,-1
939,305,4004,-1
940,1240,11653,1
941,1889,13068,1
942,774,18647,-1
943,630,5068,1
944,769,13037,1
945,893,9821,-1
946,1399,8731,1
947,325,18638,1
948,848,11245,1
949,83,3332,-1
950,1923,9595,-1
951,1350,17683,-1
952,1107,9055,1
953,191,14588,1
954,994,6745,-1
955,1620,7898,-1
956,1665,625,-1
957,1317,503,-1
958,1035,19640,1
959,208,14737,-1
960,1818,12215,1
961,860,16203,-1
962,1760,6445,1
963,1627,3448,-1
964,368,16928,-1
965,587,18639,-1
966,1455,9558,1
967,16,12609,1
968,849,19435,-1
969,1088,7687,-1
970,1566,17737,1
971,1316,18120,-1
972,186,1337,1
973,1792,10346,1
974,1601,7185,1
975,672,14281,1
976,617,17672,1
977,1313,9391,-1
978,183,8764,1
979,631,6156,1
980,1398,5845,-1
981,407,7273,-1
982,1773,15809,-1
983,1561,5419,-1
984,1802,8557,1
985,1629,10690,-1
986,1321,14270,1
987,1696,9128,-1
988,508,1733,-1
989,515,38,1
990,990,10593,-1
991,772,14571,-1
992,1981,7714,1
993,314,11531,1
994,997,11956,-1
995,752,18965,-1
996,1628,15130,1
997,662,4541,-1
998,1123,11066,1
999,1881,6022,1
1000,741,14855,-1
1001,399,19504,1
1002,78,17242,1
1003,371,11794,1
1004,1115,19112,1
1005,879,19061,-1
1006,119,9926,1
1007,1612,13165,1
1008,608,7784,-1
1009,1324,15566,1
1010,592,17189,1
1011,128,9834,-1
1012,1371,8310,-1
1013,1025,4944,-1
1014,708,15111,1
1015,19,10772,1
1016,827,15663,1
1017,480,16807,-1
1018,1280,2674,-1
1019,1005,675,1
1020,763,3095,-1
1021,1242,17269,1
1022,954,19258,1
1023,339,6660,1
1024,902,14564,-1
1025,10,3273,1
1026,1036,12380,-1
1027,1653,1409,-1
1028,951,6012,1
1029,949,17278,1
1030,532,18990,-1
1031,119,14865,1
1032,1180,18954,1
1033,521,17607,-1
1034,1476,1744,1
1035,372,18644,1
1036,1859,575,-1
1037,1763,4367,-1
1038,457,608,-1
1039,173,8680,1
1040,437,18128,1
1041,598,2399,-1
1042,221,6249,1
1043,800,14871,1
1044,517,5149,-1
1045,1097,10671,-1
1046,753,6379,1
1047,1509,19900,-1
1048,1135,12408,1
1049,385,9726,-1
1050,716,17247,1
1051,1360,7764,-1
1052,1300,3802,-1
1053,44,9475,-1
1054,1627,18078,-1
1055,392,16097,1
1056,787,14640,-1
1057,448,11297,1
1058,1773,11826,-1
1059,142,6203,1
1060,384,12540,-1
1061,356,10936,1
1062,1597,7565,-1
1063,1546,5368,1
1064,986,7645,1
1065,584,10627,1
1066,1376,1663,-1
1067,1322,13238,1
1068,1055,10985,-1
1069,1713,7761,1
1070,1562,7803,1
1071,1738,593,-1
1072,1014,17520,-1
1073,8,391,-1
1074,1226,18651,-1
1075,560,18520,-1
1076,827,2230,-1
1077,765,19264,1
1078,335,5575,1
1079,1090,5481,-1
1080,1959,3559,-1
1081,623,3454,1
1082,1503,19327,1
1083,532,7843,1
1084,17,4323,1
1085,1225,989,-1
1086,829,9197,1
1087,1495,18088,-1
1088,1414,18462,-1
1089,1246,1464,1
1090,1910,12496,-1
1091,1082,16847,-1
1092,1103,19431,1
1093,1278,14604,1
1094,1002,16856,1
1095,498,13429,-1
1096,1703,9086,1
1097,386,2891,-1
1098,10,2869,1
1099,1122,17307,-1
1100,260,4276,1
1101,1994,9844,-1
1102,1896,1007,1
1103,1948,3127,1
1104,99,3280,1
1105,1795,1587,1
1106,1225,5652,-1
1107,99,17985,1
1108,187,2043,-1
1109,387,6799,-1
1110,339,10987,1
1111,234,13534,1
1112,1906,10880,1
1113,1737,5114,-1
1114,1450,14053,-1
1115,1058,10853,-1
1116,1714,3849,-1
1117,170,16925,1
1118,472,13253,1
1119,541,19759,1
1120,1981,6578,-1
1121,833,6923,-1
1122,1226,10023,1
1123,1663,12021,1
1124,1727,1502,-1
1125,479,5590,1
1126,1777,13049,1
1127,1896,14078,-1
1128,1617,7953,-1
1129,1547,846,1
1130,1032,1006,-1
1131,1338,12445,1
1132,1877,3373,1
1133,1814,17031,-1
1134,132,14271,-1
1135,660,8700,1
1136,992,16389,1
1137,1515,3121,1
1138,1959,6597,-1
1139,136,8576,-1
1140,1215,8817,-1
1141,1380,4203,1
1142,229,3263,-1
1143,1973,6870,1
1144,1802,14159,1
1145,1093,8372,-1
1146,564,19663,-1
1147,1418,13138,-1
1148,634,6153,-1
1149,254,6705,1
1150,1722,16387,-1
1151,1255,13143,1
1152,877,9749,-1
1153,624,8962,-1
1154,476,4942,-1
1155,365,8179,-1
1156,504,15145,1
1157,193,3067,-1
1158,1681,11053,1
1159,761,5181,1
1160,2000,3445,1
1161,1460,2973,1
1162,1505,8258,-1
1163,1306,5657,-1
1164,1843,19193,-1
1165,1652,15412,1
1166,1517,19280,-1
1167,1793,9245,1
1168,313,17826,-1
1169,1730,18602,1
1170,432,19393,1
1171,571,18635,1
1172,314,608,-1
1173,1540,8430,-1
1174,1321,13773,1
1175,1111,12614,1
1176,1196,879,1
1177,1882,18307,-1
1178,568,4764,-1
1179,1697,14836,1
1180,1985,14946,1
1181,149,4339,-1
1182,469,8311,-1
1183,1625,17942,1
1184,1811,5587,-1
1185,656,10975,1
1186,521,11714,1
1187,859,5566,1
1188,1401,10346,-1
1189,1515,15246,1
1190,1220,19250,1
1191,1521,15529,-1
1192,1409,18948,1
1193,1225,11779,1
1194,1542,10791,-1
1195,943,8546,1
1196,559,13163,-1
1197,1595,4555,1
1198,1732,94,1
1199,1925,9786,1
1200,872,8499,1
1201,1563,15464,-1
1202,544,9277,-1
1203,1535,10422,1
1204,1488,14309,1
1205,289,11732,-1
1206,427,4841,1
1207,409,15558,1
1208,1470,9907,1
1209,1067,9197,-1
1210,1967,11258,-1
1211,1750,19386,1
1212,1260,4970,-1
1213,291,10044,1
1214,646,10260,1
1215,1507,16737,1
1216,1816,2119,1
1217,1839,2716,-1
1218,1880,8796,1
1219,212,5257,-1
1220,1332,13786,-1
1221,1869,6783,1
1222,1251,4647,1
1223,949,4684,-1
1224,558,12024,1
1225,52,2430,1
1226,764,2238,1
1227,1395,15686,-1
1228,499,7955,1
1229,1701,17002,-1
1230,971,5043,-1
1231,1259,15265,-1
1232,1163,9973,1
1233,1887,15991,-1
1234,1151,13157,1
1235,1832,16337,-1
1236,1462,3188,-1
1237,1140,9497,-1
1238,1113,19502,1
1239,1506,11600,-1
1240,792,7160,-1
1241,210,14346,1
1242,805,6676,-1
1243,938,5472,-1
1244,761,5200,1
1245,134,16345,1
1246,974,14145,-1
1247,1425,3252,-1
1248,497,19443,-1
1249,1496,10678,-1
1250,319,8062,1
1251,196,6108,1
1252,1460,12667,-1
1253,1114,6445,1
1254,34,3582,1
1255,1015,5946,-1
1256,450,1144,-1
1257,1379,10983,-1
1258,1513,12660,1
1259,1238,13515,-1
1260,1616,13864,-1
1261,1411,4933,1
1262,1323,18936,-1
1263,1528,6450,1
1264,1870,14983,1
1265,1827,3201,1
1266,1355,98,-1
1267,1970,6155,-1
1268,877,14425,1
1269,95,19148,-1
1270,319,11144,1
1271,18,4806,1
1272,1567,15732,-1
1273,1748,15737,1
1274,186,19869,1
1275,610,11763,1
1276,1170,10401,-1
1277,1077,18895,-1
1278,223,6229,1
1279,1543,12417,1
1280,1053,1459,-1
1281,1139,6710,1
1282,1328,11186,1
1283,1676,8700,-1
1284,1368,19021,1
1285,1697,19505,-1
1286,810,6542,-1
1287,7,2291,-1
1288,964,9197,-1
1289,621,11914,1
1290,1415,17028,-1
1291,1956,11811,-1
1292,1617,13471,1
1293,1044,15486,1
1294,1379,2737,-1
1295,156,12198,-1
1296,1406,15771,-1
1297,328,3978,-1
1298,1009,18242,1
1299,1590,9036,-1
1300,787,13083,-1
1301,597,15714,-1
1302,1956,7379,1
1303,1581,17581,1
1304,230,9145,-1
1305,184,11951,1
1306,955,6497,-1
1307,305,4186,1
1308,395,16334,1
1309,766,18094,-1
1310,810,2638,1
1311,1410,19845,1
1312,472,16258,-1
1313,1706,13549,1
1314,1096,15227,-1
1315,518,9516,-1
1316,1770,9746,-1
1317,1939,6323,1
1318,937,14205,1
1319,579,15777,-1
1320,1365,15824,1
1321,1912,3153,1
1322,1978,10696,1
1323,843,789,-1
1324,1692,9708,1
1325,1780,16596,1
1326,1121,7925,1
1327,25,19470,1
1328,471,15203,-1
1329,1597,14628,-1
1330,684,5227,1
1331,871,14197,1
1332,786,11699,-1
1333,761,5746,1
1334,1948,10615,1
1335,1991,16111,1
1336,920,8919,-1
1337,1415,4200,1
1338,749,18624,-1
1339,1178,11161,-1
1340,192,10947,1
1341,1783,10586,-1
1342,725,10344,-1
1343,1899,12996,-1
1344,483,15137,1
1345,1827,6157,1
1346,1055,4938,-1
1347,858,18278,1
1348,650,10085,-1
1349,1669,2586,-1
1350,563,1471,1
1351,1542,11122,-1
1352,808,6431,1
1353,1744,1333,-1
1354,1300,1611,1
1355,1793,6249,1
1356,1212,14524,-1
1357,284,3702,-1
1358,1368,4883,-1
1359,895,8546,1
1360,1633,16248,-1
1361,857,10945,-1
1362,1995,15249,1
1363,1532,2423,-1
