id,user_id,anecdote_id,value
320,3990,23681,-1
321,4515,44166,1
322,2694,46246,1
323,650,39331,-1
324,4794,33631,1
325,4976,14719,1
326,2152,38941,1
327,1073,30733,-1
328,1731,16850,1
329,1827,5992,1
330,3007,13693,1
331,904,12975,1
332,316,22123,1
333,4461,32160,-1
334,2040,2857,-1
335,3520,26838,1
336,1245,17047,-1
337,2750,28788,-1
338,2673,27150,1
339,999,1831,-1
340,3925,29951,-1
341,1967,9515,-1
342,4722,30611,1
343,558,48368,1
344,4859,13161,-1
345,3397,7216,-1
346,3121,23989,1
347,4189,20767,1
348,613,44407,-1
349,892,31556,1
350,936,23941,1
351,1796,11641,-1
352,3451,15106,1
353,1531,6242,1
354,3252,42218,1
355,1113,31340,-1
356,2898,11403,-1
357,788,7023,-1
358,3637,38343,1
359,2469,3555,1
360,4766,18437,1
361,3062,44254,1
362,4184,13370,1
363,4910,27514,1
364,4696,2398,-1
365,2008,32257,-1
366,213,45354,1
367,4535,46512,1
368,1711,36091,1
369,2031,44111,-1
370,3415,41063,-1
371,1657,14664,1
372,1284,31061,-1
373,3177,19221,-1
374,4612,22642,1
375,3190,44401,1
376,932,47843,1
377,4826,14948,-1
378,416,43231,-1
379,145,36513,-1
380,4443,11174,-1
381,1036,29098,-1
382,2326,26842,-1
383,354,9890,1
384,2980,8774,1
385,4136,46612,-1
386,2781,11009,1
387,1958,43286,-1
388,2400,32522,1
389,338,19138,1
390,16,34342,-1
391,3879,34070,1
392,4739,2983,1
393,1547,1153,1
394,1605,7523,1
395,4750,26609,1
396,117,34326,1
397,3302,47205,1
398,3201,13502,-1
399,716,14554,1
400,1445,48727,-1
401,364,9756,-1
402,1006,2584,-1
403,3514,35915,1
404,1535,32088,1
405,4713,46722,1
406,4596,2667,-1
407,3723,38270,-1
408,900,6502,1
409,974,41485,1
410,786,43809,-1
411,2209,42872,-1
412,2290,39307,1
413,4720,28065,-1
414,2687,7706,-1
415,664,49439,1
416,4419,39333,-1
417,338,43987,-1
418,391,15415,-1
419,3001,36825,1
420,2466,37284,-1
421,3466,26177,1
422,840,8011,-1
423,1598,24851,-1
424,395,46063,1
425,3660,47537,-1
426,4608,19890,1
427,4385,31972,-1
428,675,2035,-1
429,4167,23531,1
430,1315,44237,-1
431,3147,45427,1
432,2187,36517,1
433,2872,42165,-1
434,4204,24882,1
435,215,41845,-1
436,2319,34000,-1
437,3540,1054,1
438,4939,44190,-1
439,2879,10501,1
440,2115,20845,1
441,3904,22685,1
442,4490,48305,1
443,3297,49545,-1
444,2251,12032,-1
445,2241,18982,1
446,561,11666,1
447,712,17553,-1
448,4772,46396,1
449,2838,40357,1
450,4249,8755,-1
451,2970,27027,1
452,4615,23437,-1
453,2463,13518,1
454,3221,21058,-1
455,2766,22604,1
456,4152,9990,1
457,4668,17867,-1
458,1869,25028,-1
459,1020,46464,1
460,2570,20865,-1
461,4332,29952,1
462,2546,28366,1
463,2871,24078,1
464,658,33442,1
465,484,48982,1
466,4720,6488,-1
467,3008,28280,1
468,2477,3002,-1
469,4797,6705,1
470,4449,491,1
471,466,2735,-1
472,79,22859,-1
473,1488,29414,-1
474,2214,41124,1
475,2132,46150,-1
476,3618,26368,-1
477,72,14562,-1
478,373,46429,-1
479,4695,19850,-1
480,3520,36034,-1
481,4022,814,-1
482,3689,7009,1
483,1245,39018,1
484,3846,471,-1
485,299,23607,-1
486,568,16894,-1
487,550,31644,1
488,4499,36063,1
489,4902,18968,1
490,4962,24002,1
491,4156,28199,-1
492,1674,43751,1
493,1566,37695,-1
494,4973,26628,1
495,3281,2974,-1
496,1085,23022,-1
497,1626,14317,-1
498,4060,15647,1
499,4923,43892,-1
500,895,28246,-1
501,143,43398,-1
502,1004,48452,1
503,118,9063,1
504,1770,1490,1
505,4115,16939,-1
506,1533,1574,1
507,2984,12409,1
508,1391,3567,1
509,77,30790,-1
510,3656,29970,-1
511,4807,30874,1
512,518,10364,-1
513,4994,35366,-1
514,4964,40526,1
515,2442,18119,1
516,880,49160,-1
517,2148,28442,1
518,3464,15288,-1
519,3250,20067,-1
520,530,44861,1
521,1086,24747,-1
522,1547,13642,1
523,1758,25270,-1
524,4889,33876,-1
525,3331,36295,1
526,4160,38368,1
527,1816,32156,1
528,1083,1888,1
529,65,44984,1
530,2312,49791,1
531,2265,10210,-1
532,1671,46490,1
533,3443,5195,-1
534,4552,8737,1
535,857,44607,-1
536,348,46564,-1
537,2985,3625,-1
538,1504,12448,-1
539,1697,29177,1
540,1529,8598,-1
541,688,37309,1
542,4271,33709,1
543,1026,22780,1
544,1122,18092,1
545,3703,27979,1
546,3851,39762,-1
547,1242,24100,-1
548,1709,1999,1
549,1541,9367,1
550,1913,36932,1
551,2781,30594,-1
552,168,21327,-1
553,4320,42632,-1
554,4418,21921,1
555,4238,4223,-1
556,3371,36102,-1
557,4581,46998,-1
558,4367,39900,1
559,2741,1443,1
560,2216,18569,1
561,4383,32941,1
562,4111,6956,1
563,2147,29340,1
564,2769,39345,-1
565,559,39257,1
566,3634,38902,1
567,4063,4846,-1
568,1503,24567,-1
569,1599,30210,-1
570,2689,40276,-1
571,1926,15450,-1
572,2524,41043,-1
573,1055,29375,1
574,3408,22869,1
575,1146,26653,-1
576,2225,5187,1
577,2934,47190,1
578,645,10552,1
579,962,47899,1
580,3633,42500,1
581,705,23559,-1
582,1747,6940,1
583,4720,28007,1
584,4087,33436,-1
585,2552,17097,-1
586,2634,2798,-1
587,3531,41855,-1
588,1127,44244,1
589,2426,48552,-1
590,4083,17166,-1
591,623,32062,-1
592,3892,44876,1
593,3274,49649,-1
594,2769,13889,1
595,4214,19804,-1
596,3578,5023,-1
597,2123,22792,-1
598,3229,48366,1
599,4471,40934,-1
600,2913,30960,1
601,4963,3544,-1
602,3898,40986,1
603,4096,5014,1
604,391,13819,-1
605,4945,38918,-1
606,377,544,1
607,244,8595,1
608,2996,42911,1
609,1074,28407,-1
610,3103,5754,1
611,3680,48404,-1
612,4089,38499,1
613,3645,49294,1
614,2597,44682,-1
615,1960,13998,1
616,2663,7022,-1
617,4818,7262,1
618,2948,26761,1
619,3223,37896,1
620,888,47180,1
621,4844,3415,-1
622,1241,13789,-1
623,1217,39156,-1
624,4444,7220,1
625,2369,30276,1
626,2791,8293,1
627,3388,4081,1
628,186,39653,-1
629,2541,28841,1
630,4168,7591,-1
631,4757,44472,1
632,59,9408,1
633,193,42698,-1
634,1360,22021,1
635,3489,14115,-1
636,3487,43059,1
637,3408,26567,-1
638,1939,40784,1
639,1423,34176,1
640,287,46137,-1
641,4849,45449,-1
642,529,19452,-1
643,2841,25337,-1
644,4664,27937,-1
645,4228,42215,1
646,1588,33487,-1
647,1503,25545,-1
648,3315,38110,1
649,4860,17428,-1
650,2654,9168,1
651,4784,38264,-1
652,4205,4033,-1
653,2644,7254,1
654,1202,7785,1
655,4514,964,1
656,4333,37067,-1
657,3294,17906,1
658,4182,25238,1
659,3626,17189,1
660,3473,4956,-1
661,1172,16647,-1
662,1745,15137,1
663,1338,34640,-1
664,3514,12086,1
665,577,34323,-1
666,623,33092,1
667,2425,44355,1
668,2161,25360,1
669,2182,6701,1
670,1142,43357,-1
671,683,13449,-1
672,3013,2688,1
673,3450,34080,1
674,985,2485,1
675,158,38977,-1
676,149,39423,-1
677,1694,6328,-1
678,4231,35449,-1
679,4139,277,-1
680,4069,8629,1
681,2530,42286,-1
682,3738,19780,-1
683,3290,45736,-1
684,4527,36437,1
685,1500,17275,-1
686,3731,4471,1
687,1571,926,1
688,3927,2419,-1
689,1469,36995,1
690,2650,26817,1
691,2838,45007,-1
692,344,16753,-1
693,3281,21841,-1
694,2596,49150,-1
695,3839,947,-1
696,457,9352,-1
697,1353,9286,1
698,2266,7845,-1
699,91,35664,1
700,4193,741,1
701,3728,25509,-1
702,1551,43926,1
703,2250,7128,-1
704,2036,45479,1
705,2508,7301,1
706,4487,16519,1
707,2629,20482,-1
708,4554,9659,1
709,1592,564,1
710,1677,28697,1
711,3903,11362,-1
712,4744,33065,-1
713,445,47322,-1
714,2415,43623,-1
715,1877,44976,-1
716,3729,1876,-1
717,4449,44414,-1
718,2220,6916,1
719,3399,37081,-1
720,2398,38993,1
721,3267,16676,1
722,2872,5449,-1
723,642,21274,-1
724,3312,24012,-1
725,638,22286,-1
726,3417,24371,-1
727,4916,46091,-1
728,457,26967,-1
729,85,32863,1
730,1468,18388,-1
731,2777,8373,1
732,3764,43289,1
733,1345,12834,-1
734,3636,20707,-1
735,3016,11098,1
736,2261,19485,1
737,4250,20440,1
738,1473,7766,-1
739,1295,11037,1
740,1719,37505,1
741,4960,44934,-1
742,1981,4773,-1
743,367,28445,1
744,2784,5755,1
745,3023,48492,-1
746,1767,38083,-1
747,1120,40248,-1
748,2585,24675,1
749,3547,45399,-1
750,3806,1613,-1
751,2732,26989,-1
752,2973,22958,-1
753,2044,34158,1
754,952,5759,-1
755,2177,41505,1
756,4515,32747,-1
757,4021,37550,-1
758,4243,45265,-1
759,1419,9977,1
760,3930,48730,1
761,3122,33395,1
762,556,7943,1
763,2691,39469,1
764,2938,45310,1
765,4059,33480,1
766,3656,47801,-1
767,1048,18198,1
768,741,36753,1
769,81,14673,-1
770,1545,11378,1
771,2567,41251,1
772,995,40484,-1
773,2087,24618,-1
774,3614,18471,1
775,932,22890,-1
776,4557,12740,-1
777,830,21004,-1
778,3796,36790,1
779,1582,27858,-1
780,418,38232,-1
781,228,17956,-1
782,4944,28798,1
783,1729,6418,1
784,859,1389,1
785,4397,28608,1
786,4100,33610,-1
787,2555,48888,-1
788,1691,11521,1
789,2294,16798,-1
790,3872,16730,1
791,4153,24428,1
792,4569,5938,1
793,2188,29930,1
794,4783,45808,-1
795,4211,3513,-1
796,3577,48894,-1
797,1652,46090,1
798,123,47886,-1
799,4655,19416,1
800,109,16872,-1
801,2251,10922,1
802,926,27320,1
803,924,7803,1
804,875,4246,1
805,2923,42691,1
806,1997,13008,1
807,3810,37061,1
808,3390,17759,1
809,2063,34314,-1
810,1944,35677,-1
811,2396,46629,-1
812,3344,47687,1
813,815,29552,-1
814,4291,30781,-1
815,3070,29623,1
816,2988,30989,-1
817,4146,11916,1
818,551,14443,-1
819,1051,1997,1
820,2689,38772,1
821,176,26439,-1
822,4030,10343,1
823,4127,15172,-1
824,1878,7989,1
825,326,46894,1
826,2904,36212,-1
827,319,1638,-1
828,4588,2896,1
829,2042,46228,1
830,1529,19330,-1
831,437,22485,1
832,1860,34426,1
833,3313,33245,-1
834,2454,19919,-1
835,3580,5686,1
836,1758,1271,-1
837,2951,6233,-1
838,2507,28442,1
839,1377,19801,1
840,1564,31778,-1
841,3595,31428,-1
842,1856,3553,-1
843,2416,24221,1
844,2570,16832,1
845,2569,5891,-1
846,3018,18715,1
847,4576,15311,1
848,2626,36026,-1
849,2480,17167,-1
850,4971,17260,1
851,1045,15597,1
852,479,11439,1
853,1656,27616,1
854,1513,35935,1
855,2142,4730,1
856,1199,48481,1
857,3108,42855,-1
858,3894,3227,1
859,3110,19500,1
860,1418,21765,1
861,311,34993,-1
862,2040,40514,-1
863,682,38814,1
864,3794,16854,1
865,3231,21211,1
866,264,27486,1
867,661,42115,-1
868,4197,47241,1
869,4350,23638,1
870,2976,22499,1
871,856,2957,-1
872,2903,29186,-1
873,1221,48369,1
874,1550,20804,1
875,4496,35716,1
876,4387,19281,-1
877,55,48928,1
878,1192,16767,1
879,4164,2671,1
880,2371,35679,1
881,244,23600,-1
882,4461,7815,1
883,1092,29118,-1
884,554,5368,1
885,1610,27368,1
886,92,25314,1
887,2897,16784,-1
888,4993,28443,-1
889,2231,16090,1
890,2554,7503,1
891,2325,19013,1
892,856,17647,-1
893,1278,45137,-1
894,1577,38665,-1
895,3863,27410,1
896,1820,6604,1
897,903,3322,-1
898,1008,43716,1
899,2275,49700,-1
900,4313,42663,-1
901,4549,26503,1
902,3772,21350,1
903,4793,16721,1
904,4670,16600,-1
905,2073,45295,-1
906,3965,21380,1
907,486,21887,-1
908,2935,6067,1
909,1264,48461,1
910,1196,49679,-1
911,1658,42066,1
912,4491,37008,-1
913,286,39826,1
914,115,37477,-1
915,4287,47021,-1
916,4671,37557,-1
917,4094,43685,1
918,1708,16289,1
919,4021,3943,-1
920,4323,24328,1
921,2524,39635,-1
922,3598,38654,1
923,3192,49963,1
924,1401,19998,1
925,3527,40625,-1
926,4277,7458,1
927,3072,20375,-1
928,4032,22789,-1
929,3767,4922,-1
930,4956,42231,-1
931,3760,45074,-1
932,1865,28934,-1
933,4282,45803,-1
934,3080,49719,-1
935,2566,6416,1
936,680,2617,-1
937,2479,15130,1
938,1390,30902,-1
939,2652,40032,1
940,3207,16348,1
941,665,12856,1
942,608,46583,1
943,222,48058,1
944,1117,20288,1
945,974,3795,-1
946,3117,29905,1
947,995,3403,1
948,2792,40612,1
949,4455,3445,-1
950,321,9656,-1
951,392,38660,1
952,4034,13793,-1
953,1996,17550,1
954,3532,29026,-1
955,2164,31461,1
956,302,44434,-1
957,3415,49136,1
958,3780,5780,-1
959,2369,27555,-1
960,385,11605,1
961,3756,36022,1
962,2290,15448,1
963,3418,8935,-1
964,700,7978,1
965,2041,41579,1
966,1002,32410,-1
967,735,29897,-1
968,4960,13747,1
969,1799,2575,1
970,4157,6443,1
971,2344,45322,1
972,409,14589,1
973,4854,31478,1
974,4250,37331,-1
975,1931,24422,-1
976,236,22237,-1
977,4485,34599,-1
978,1877,25165,-1
979,491,33673,-1
980,3649,8777,1
981,2556,20849,-1
982,725,3451,1
983,1307,19483,-1
984,4854,41803,-1
985,1438,43716,1
986,1303,37117,1
987,3783,44572,1
988,423,39883,1
989,1556,44492,1
990,53,22373,1
991,1668,907,-1
992,2372,26777,1
993,373,26380,-1
994,4690,9087,1
995,1276,33019,-1
996,4330,38513,-1
997,2442,31633,-1
998,4876,32570,1
999,1977,11134,-1
1000,2051,6893,-1
1001,3874,45936,1
1002,1015,11801,1
1003,1454,38957,1
1004,1737,43840,1
1005,4274,42508,-1
1006,390,45761,1
1007,2904,2329,1
1008,2556,6784,1
1009,1134,18285,1
1010,91,11495,1
1011,2417,21826,1
1012,3461,5071,1
1013,1571,46368,1
1014,4097,42447,1
1015,2279,43871,1
1016,1415,2413,1
1017,589,48163,-1
1018,654,8779,1
1019,1172,3487,-1
1020,1623,3798,1
1021,2694,1700,1
1022,1975,26065,-1
1023,2943,42659,-1
1024,1378,27238,-1
1025,637,5869,1
1026,375,23677,1
1027,3432,32028,1
1028,3276,15416,1
1029,765,38371,-1
1030,4053,17508,1
1031,4110,8291,-1
1032,1694,22431,1
1033,4046,2563,-1
1034,2399,41124,-1
1035,3096,22274,-1
1036,1754,30223,-1
1037,1139,9116,-1
1038,1241,32323,1
1039,1620,1058,-1
1040,4541,43170,1
1041,4218,10926,1
1042,3243,49395,-1
1043,620,35156,-1
1044,3197,8727,-1
1045,1552,18440,1
1046,786,7065,-1
1047,3756,33409,1
1048,1661,25289,-1
1049,2005,45142,-1
1050,2450,2552,1
1051,3171,23073,1
1052,1263,42989,-1
1053,3180,48626,1
1054,3158,32338,-1
1055,3449,1865,-1
1056,4124,15143,1
1057,2501,43247,-1
1058,4120,1520,-1
1059,4108,18382,1
1060,403,11894,-1
1061,4486,32331,1
1062,1250,20323,-1
1063,847,30676,-1
1064,2486,4822,1
1065,4787,1532,-1
1066,1646,22317,1
1067,2950,9654,1
1068,856,27257,-1
1069,1538,23727,1
1070,1539,9042,-1
1071,4838,986,1
1072,4556,4552,-1
1073,280,2405,1
1074,2784,2917,-1
1075,4390,43925,1
1076,4558,16660,-1
1077,3215,14353,-1
1078,4489,26330,1
1079,2439,24276,-1
1080,1888,49077,1
1081,2019,42919,-1
1082,2327,20926,1
1083,3384,37563,1
1084,3422,25458,1
1085,1935,8827,1
1086,4827,28306,1
1087,2616,4776,1
1088,2228,4832,1
1089,4235,13740,-1
1090,4107,29842,1
1091,3172,25340,-1
1092,1009,3576,-1
1093,3446,28771,-1
1094,4718,6638,-1
1095,1823,2011,-1
1096,1066,18163,1
1097,4552,31033,1
1098,1361,30762,-1
1099,1727,762,-1
1100,273,31769,-1
1101,2047,31768,1
1102,3999,42696,-1
1103,4343,39845,1
1104,4554,20311,-1
1105,197,28808,-1
1106,250,4927,-1
1107,132,25262,1
1108,2316,41325,1
1109,2673,22714,-1
1110,1884,14824,-1
1111,3106,5005,1
1112,4074,2992,-1
1113,3930,3542,-1
1114,149,5315,-1
1115,2278,23857,1
1116,400,4025,1
1117,4652,18729,1
1118,2040,27254,1
1119,2085,674,-1
1120,1163,4151,1
1121,2823,44819,-1
1122,1090,37111,1
1123,2337,3672,1
1124,2109,46245,1
1125,1840,22325,1
1126,603,42544,-1
1127,2967,15521,1
1128,3788,7571,1
1129,1207,4218,1
1130,3219,9573,-1
1131,2636,34214,1
1132,1221,15955,1
1133,2269,23311,1
1134,64,503,-1
1135,3039,32415,-1
1136,1465,18801,1
1137,2635,16033,-1
1138,27,33113,1
1139,4322,1585,-1
1140,4514,25151,1
1141,1966,35791,1
1142,495,27737,-1
1143,1807,30620,-1
1144,532,16161,1
1145,3911,8947,-1
1146,1292,40176,-1
1147,4439,4075,-1
1148,2102,21397,1
1149,3832,19141,1
1150,4853,5884,-1
1151,1149,3038,1
1152,2363,24140,1
1153,343,21021,-1
1154,1003,4681,-1
1155,3683,25271,-1
1156,38,10818,1
1157,4140,29104,-1
1158,4545,48634,1
1159,4553,756,1
1160,4381,39238,-1
1161,4241,38449,1
1162,801,23924,-1
1163,1273,21604,-1
1164,785,868,-1
1165,1682,44134,-1
1166,1865,25291,1
1167,403,29284,1
1168,3999,23071,-1
1169,981,42521,-1
1170,4615,34153,1
1171,4957,35956,-1
1172,2176,16039,1
1173,3816,3477,-1
1174,1680,3124,-1
1175,3878,19651,1
1176,950,44491,1
1177,846,7664,1
1178,1433,38625,-1
1179,4756,7610,-1
1180,1924,19507,-1
1181,221,31041,1
1182,1427,46531,1
1183,4699,18797,-1
1184,472,37902,1
1185,3974,46394,-1
1186,1354,19828,-1
1187,2652,18826,-1
1188,2903,30205,1
1189,93,22285,-1
1190,4381,14951,1
1191,2142,13580,-1
1192,4626,5495,-1
1193,1161,4178,-1
1194,3154,16965,-1
1195,2619,27420,1
1196,1411,7665,1
1197,3080,16779,1
1198,3003,31883,1
1199,4769,30954,1
1200,4731,4168,1
1201,2078,42095,1
1202,1556,36410,1
1203,3647,17087,-1
1204,4791,10063,-1
1205,189,13326,1
1206,1894,9036,1
1207,3146,28824,-1
1208,3211,17669,1
1209,3731,33039,1
1210,2408,25492,-1
1211,4842,38870,-1
1212,2325,951,1
1213,4843,23237,1
1214,2878,4817,1
1215,1127,24880,-1
1216,2757,49491,-1
1217,3150,20897,-1
1218,4932,35559,-1
1219,2414,41074,1
1220,3275,11787,1
1221,841,9938,1
1222,4219,26767,1
1223,4020,22440,-1
1224,4700,26805,-1
1225,3695,11381,-1
1226,2734,41396,1
1227,3196,48873,1
1228,2765,43922,1
1229,4202,32785,1
1230,3403,13886,-1
1231,416,2744,1
1232,2735,34559,-1
1233,358,40670,-1
1234,3834,43227,1
1235,4994,15500,-1
1236,2593,26983,1
1237,3328,2744,-1
1238,548,15082,1
1239,825,11053,-1
1240,4290,20719,-1
1241,3057,37206,-1
1242,1259,11654,1
1243,2504,49144,1
1244,620,14234,1
1245,4905,5681,1
1246,2714,40678,-1
1247,1498,44451,-1
1248,4307,37706,1
1249,4614,29749,1
1250,759,29104,-1
1251,4004,34798,-1
1252,2468,19394,1
1253,1427,17782,1
1254,3634,36855,1
1255,4771,18583,1
1256,1720,30353,-1
1257,4488,37782,1
1258,1037,20193,1
1259,10,34275,-1
1260,1739,2417,-1
1261,3546,36110,-1
1262,2612,25297,1
1263,2670,2626,-1
1264,3014,28573,-1
1265,373,3319,-1
1266,3064,720,-1
1267,1152,14079,1
1268,4392,35971,-1
1269,4392,43306,1
1270,993,35867,-1
1271,3576,18376,-1
1272,1528,6091,1
1273,2201,17038,-1
1274,4152,21722,-1
1275,2200,15458,-1
1276,4435,22745,-1
1277,2507,16309,-1
1278,4827,17136,-1
1279,1450,37740,1
1280,4142,16526,1
1281,3290,46934,-1
1282,2534,31618,-1
1283,264,5550,-1
1284,4537,35335,-1
1285,2491,13741,1
1286,1238,36124,1
1287,3917,30741,-1
1288,2061,46408,-1
1289,1451,5713,-1
1290,2740,8947,-1
1291,3304,17272,-1
1292,1025,28652,1
1293,316,404,1
1294,766,25935,-1
1295,4093,19560,1
1296,2665,21905,-1
1297,474,23396,-1
1298,1875,40525,-1
1299,2535,21950,1
1300,1418,49834,1
1301,4833,30113,-1
1302,708,46078,-1
1303,4042,13081,-1
1304,3571,6096,1
1305,307,46339,1
1306,2140,3261,1
1307,3654,20616,-1
1308,3728,14989,1
1309,1712,1457,-1
1310,429,12181,1
1311,4831,44150,-1
1312,518,18806,1
1313,2670,26113,1
1314,1932,7546,-1
1315,3869,5263,-1
1316,2274,25087,1
1317,177,5095,1
1318,2869,35720,-1
1319,1027,28271,1
1320,1781,24203,1
1321,525,5553,-1
1322,4208,3965,-1
1323,4436,1806,1
